Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
2960,20,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,600000.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,50000.0,50000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,996697,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.05965103,6.019883676,199339.4,272210.7033,498660,532,996163,498081.5,1570.484161,499192,496971,996126,498063.0,1599.475539,499194,496932,0,0,0,0,92,60,3.009941838,3.009941838,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,bot
51728,49,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,244897.9592,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20408.16327,20408.16327,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,245,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
51655,48,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,250000.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20833.33333,20833.33333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,1008876,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.84163762,5.947212541,201775.2,275543.8994,508393,379,1008355,504177.5,7071.774919,509178,499177,1008091,504045.5,6684.280403,508772,499319,0,0,0,0,92,60,2.973606271,2.973606271,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,78021,4,3,1723,134,1711,0,430.75,853.5046866,128,0,44.66666667,72.23111056,23801.28427,89.71943451,13003.5,30801.63678,75874,64,78021,26007.0,44481.5684,77369,64,76717,38358.5,53054.9289,75874,843,0,0,0,0,92,72,51.26824829,38.45118622,0,1711,232.125,599.1609461,358993.8393,0,0,0,1,0,0,0,0,0,265.2857143,430.75,44.66666667,92,0,0,0,0,0,0,4,1723,3,134,8192,255,3,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,997230,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.0499985,6.016666165,199446.0,272432.5287,498813,394,996665,498332.5,1236.72976,499207,497458,996719,498359.5,1440.376513,499378,497341,0,0,0,0,92,60,3.008333083,3.008333083,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,bot
52948,31,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,387096.7742,64516.12903,31.0,0.0,31,31,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32258.06452,32258.06452,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,1011502,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.79531825,5.93177275,202300.4,276200.5675,513280,578,1010749,505374.5,11997.48076,513858,496891,1010924,505462.0,11887.87921,513868,497056,0,0,0,0,92,60,2.965886375,2.965886375,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,127781,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,2660.802467,54.78122726,21296.83333,50455.70005,124286,75,127781,42593.66667,72173.33699,125932,745,125987,62993.5,86680.68477,124286,1701,0,0,0,0,92,72,31.30355843,23.47766882,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,66461,4,3,208,134,196,0,52.0,96.04165763,128,0,44.66666667,72.23111056,5145.875024,105.3249274,11076.83333,26269.58813,64697,62,66461,22153.66667,37807.54941,65809,62,65242,32621.0,45362.31423,64697,545,0,0,0,0,92,72,60.1856728,45.1392546,0,196,42.75,75.86407017,5755.357143,0,0,0,1,0,0,0,0,0,48.85714286,52.0,44.66666667,92,0,0,0,0,0,0,4,208,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,83202,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4098.459172,84.13259297,13867.0,32831.81331,80881,21,83202,27734.0,47260.08287,82303,21,81595,40797.5,56686.62933,80881,714,0,0,0,0,92,72,48.07576741,36.05682556,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
53023,75,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,160000.0,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,13333.33333,13333.33333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,997272,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.04923832,6.016412774,199454.4,272338.6263,498736,456,996643,498321.5,1231.072906,499192,497451,996656,498328.0,1466.539464,499365,497291,0,0,0,0,92,60,3.008206387,3.008206387,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,bot
52336,43,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,279069.7674,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,23255.81395,23255.81395,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,63593,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5362.225402,110.0750083,10598.83333,24911.13892,61443,20,63593,21197.66667,36183.97223,62978,20,62042,31021.0,43023.20499,61443,599,0,0,0,0,92,72,62.90000472,47.17500354,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,1003106,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.94426511,5.981421704,200621.2,273966.0536,501422,477,1002549,501274.5,1058.538851,502023,500526,1002505,501252.5,914.2890681,501899,500606,0,0,0,0,92,60,2.990710852,2.990710852,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,1016783,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.70289236,5.900964119,203356.6,277722.1153,511890,454,1016241,508120.5,5972.930981,512344,503897,1016131,508065.5,6175.16352,512432,503699,0,0,0,0,92,60,2.95048206,2.95048206,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,71421,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4774.506098,98.0103891,11903.5,28032.92896,69121,26,71421,23807.0,40438.79787,70499,26,69728,34864.0,48446.71401,69121,607,0,0,0,0,92,72,56.00593663,42.00445247,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
52338,33,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,363636.3636,60606.06061,33.0,0.0,33,33,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,30303.0303,30303.0303,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,74152,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4598.662207,94.40069047,12358.66667,29309.86534,72184,52,74152,24717.33333,42274.66573,73531,52,72795,36397.5,50609.75365,72184,611,0,0,0,0,92,72,53.9432517,40.45743877,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
52924,33,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,363636.3636,60606.06061,33.0,0.0,33,33,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,30303.0303,30303.0303,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
2902,19,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,631578.9474,105263.1579,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,52631.57895,52631.57895,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,16393,0,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
53437,46,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,260869.5652,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21739.13043,21739.13043,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
2745,56,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,214285.7143,35714.28571,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,17857.14286,17857.14286,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,996421,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.06465339,6.021551131,199284.2,272081.1111,498592,407,996014,498007.0,1699.884702,499209,496805,995689,497844.5,1632.709558,498999,496690,0,0,0,0,92,60,3.010775566,3.010775566,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,57891,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,34.54768444,57891.0,0.0,57891,57891,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,17.27384222,17.27384222,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,237,110,0,32,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,72235,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4720.70326,96.90593203,12039.16667,28385.79577,69977,3,72235,24078.33333,40980.41796,71396,3,70586,35293.0,49050.5832,69977,609,0,0,0,0,92,72,55.3748183,41.53111373,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,997221,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.0501614,6.016720466,199444.2,272261.912,498758,455,996661,498330.5,1248.043469,499213,497448,996397,498198.5,1583.212083,499318,497079,0,0,0,0,92,60,3.008360233,3.008360233,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,996668,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.06017651,6.020058836,199333.6,272390.1145,499589,351,996317,498158.5,2646.700682,500030,496287,996229,498114.5,2581.646858,499940,496289,0,0,0,0,92,60,3.010029418,3.010029418,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,bot
4617,51,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,235294.1176,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,19607.84314,19607.84314,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
52712,31,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,387096.7742,64516.12903,31.0,0.0,31,31,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32258.06452,32258.06452,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,996658,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.06035772,6.020119238,199331.6,272262.1417,498729,470,996111,498055.5,1636.952198,499213,496898,996188,498094.0,1671.600431,499276,496912,0,0,0,0,92,60,3.010059619,3.010059619,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,70576,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4817.5017,99.18385854,11762.66667,27697.44348,68295,44,70576,23525.33333,40113.5724,69843,44,68954,34477.0,47825.87425,68295,659,0,0,0,0,92,72,56.67649059,42.50736794,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,1029772,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.47959743,5.826532475,205954.4,281149.993,515268,351,1028945,514472.5,1621.395849,515619,513326,1029052,514526.0,2218.901079,516095,512957,0,0,0,0,92,60,2.913266238,2.913266238,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,195885,5,4,213,140,195,0,42.6,85.23379611,128,0,35.0,62.0644826,1802.07775,45.94532506,24485.625,68464.92662,193927,73,195885,48971.25,97140.78183,194682,73,194699,64899.66667,111741.1347,193927,182,0,0,0,0,112,92,25.52518059,20.42014447,0,195,35.3,68.41710312,4680.9,0,0,0,1,0,0,0,0,0,39.22222222,42.6,35.0,112,0,0,0,0,0,0,5,213,4,140,8192,237,4,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
51793,48,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,250000.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20833.33333,20833.33333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
2747,84,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,142857.1429,23809.52381,84.0,0.0,84,84,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11904.7619,11904.7619,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,237,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,bot
8080,1002195,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.96057653,5.986858845,200439.0,273552.3626,500404,568,1001627,500813.5,419.3143212,501110,500517,1001489,500744.5,536.6940469,501124,500365,0,0,0,0,92,60,2.993429422,2.993429422,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,bot
