dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
0.390183,tcp,-,FIN,10,6,2558,268,38.443499,254,252,47218.86719,4592.716797,2,1,41.479778,70.726,2201.536846,118.690328,255,307047675,1832579755,255,0.08662,0.036545,0.050075,256,45,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
0.242112,tcp,-,FIN,10,6,532,268,61.954799,254,252,15827.38574,7401.533203,2,1,26.901333,31.678801,1527.600337,58.144309,255,1770033310,1606265084,255,0.12496,0.071502,0.053458,53,45,0,0,3,1,3,3,1,3,0,0,0,3,3,0,Fuzzers,1
41.066822,tcp,-,FIN,20,12,1670,536,0.754867,254,252,309.154663,95.843796,4,1,2161.412,3729.15275,293071.6771,11612.165,255,1399874703,1117158503,255,0.112325,0.045494,0.066831,84,45,0,0,5,1,4,4,3,5,0,0,0,5,5,0,Fuzzers,1
3e-06,udp,-,INT,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
31.519764,tcp,-,FIN,20,12,1302,536,0.98351,254,252,313.961731,124.874031,6,1,1658.934895,2859.43975,223645.4948,8858.302,255,2444965316,2596235514,255,0.084124,0.065221,0.018903,65,45,0,0,5,1,4,4,3,4,0,0,0,4,4,0,Fuzzers,1
0.373618,tcp,-,FIN,10,6,892,268,40.147958,254,252,17194.03125,4796.342773,2,1,38.055556,63.704398,2006.536794,97.941258,255,3219100110,2572559002,255,0.100124,0.055093,0.045031,89,45,0,0,4,1,1,1,1,4,0,0,0,1,4,0,Fuzzers,1
1.444385,tcp,ftp,FIN,14,12,810,682,17.308404,254,252,4170.632812,3467.219482,4,4,111.088536,122.103453,5471.728555,143.089063,255,4084231089,1277456825,255,0.191173,0.101244,0.089929,58,57,0,0,3,1,1,1,1,2,1,1,0,1,2,0,Fuzzers,1
0.31597,tcp,-,FIN,10,6,518,268,47.472861,254,252,11823.90723,5671.424316,2,1,33.498444,48.070602,1866.507084,74.117461,255,1481164948,3341150864,255,0.145343,0.075614,0.069729,52,45,0,0,4,1,2,2,1,4,0,0,0,2,4,0,Fuzzers,1
0.645937,tcp,-,FIN,10,6,766,268,23.222078,254,252,8545.724609,2774.26416,2,1,68.741,114.979398,3795.113692,198.414141,255,560297479,3115030861,255,0.120855,0.071037,0.049818,77,45,0,0,4,1,1,1,1,4,0,0,0,1,4,0,Fuzzers,1
1.407269,tcp,ftp,FIN,14,12,810,682,17.764905,254,252,4280.631348,3558.665771,4,4,108.228846,120.24982,5755.661132,153.017578,255,1726233151,1389133376,255,0.13292,0.084513,0.048407,58,57,0,0,2,1,1,1,1,2,1,1,0,3,2,0,Fuzzers,1
0.36213,tcp,-,FIN,10,6,610,268,41.421591,254,252,12128.24121,4948.499512,2,1,37.997556,62.910801,1894.935277,91.803125,255,1428272289,3177964949,255,0.103845,0.047573,0.056272,61,45,0,0,4,1,2,2,1,4,0,0,0,2,4,0,Fuzzers,1
4e-06,udp,-,INT,2,0,104,0,250000.0006,254,0,104000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,4,2,2,2,2,4,0,0,0,2,4,0,Fuzzers,1
0.658425,tcp,-,FIN,20,8,17286,354,41.00695,254,252,199530.7031,3766.564209,7,1,33.091054,77.51657,2366.284727,113.905219,255,1918197902,1768643115,255,0.210426,0.115806,0.09462,864,44,0,0,5,1,2,2,2,5,0,0,0,2,5,0,Fuzzers,1
0.754877,tcp,ftp,FIN,12,12,632,682,30.468541,254,252,6146.696777,6634.193848,3,4,68.625183,59.151637,3760.655437,94.62693,255,3886039819,2768942167,255,0.148089,0.084184,0.063905,53,57,0,0,2,1,1,1,1,2,0,0,0,4,2,0,Fuzzers,1
0.921728,tcp,ftp,FIN,22,14,17352,768,37.972156,254,252,143764.75,6197.055664,8,4,43.891809,63.869152,3295.399167,96.153125,255,3422654858,1022150064,255,0.161498,0.090672,0.070826,789,55,0,0,3,1,1,1,1,3,0,0,0,2,3,0,Fuzzers,1
1.211159,tcp,ftp,FIN,12,12,632,682,18.990075,254,252,3831.04126,4134.882324,3,4,110.105365,100.955453,5576.551885,131.593094,255,2632661876,484691209,255,0.21435,0.099841,0.114509,53,57,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
0.779948,tcp,ftp,FIN,12,12,824,682,29.489146,254,252,7754.363281,6420.940918,3,4,70.904366,66.361547,3913.224066,101.354328,255,2816770927,1132583297,255,0.100787,0.049215,0.051572,69,57,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
0.788997,tcp,ftp,FIN,12,12,2616,682,29.150935,254,252,24314.41406,6347.299316,3,4,71.727001,63.101,3577.604971,78.878953,255,2517164747,2022984230,255,0.128235,0.071555,0.05668,218,57,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
0.858313,tcp,-,FIN,10,8,534,354,19.806294,254,252,4483.212891,2889.388672,2,1,95.289889,113.037859,5709.034608,191.354547,255,2341446682,3452723070,255,0.161266,0.067039,0.094227,53,44,0,0,2,1,1,1,1,2,0,0,0,3,2,0,Fuzzers,1
1.574115,tcp,ftp,FIN,14,12,810,682,15.88194,254,252,3826.912109,3181.470215,4,4,121.067226,131.448453,6843.456516,174.872516,255,3543542653,3175597470,255,0.212054,0.128181,0.083873,58,57,0,0,3,1,1,2,1,1,1,1,0,2,1,0,Fuzzers,1
0.651312,tcp,ftp,FIN,12,12,1592,682,35.313337,254,252,17933.0332,7689.095215,3,4,59.210183,56.929816,2874.556774,67.263258,255,146198550,739023013,255,0.109565,0.024358,0.085207,133,57,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
0.691876,tcp,-,FIN,10,6,2530,268,21.680186,254,252,26328.41797,2590.05957,2,1,72.722111,116.781797,3937.354664,184.711531,255,698767841,2982766699,255,0.197707,0.107961,0.089746,253,45,0,0,4,1,1,3,1,2,0,0,0,3,4,0,Fuzzers,1
1.714032,tcp,-,FIN,34,12,36414,526,26.253885,254,252,164958.4063,2254.333496,13,0,2950.628263,8357.39,534917.3028,27222.634,255,784428048,3729564754,255,0.131929,0.074296,0.057633,1071,44,0,0,3,1,2,3,2,2,0,0,0,3,2,0,Fuzzers,1
1.491358,tcp,ftp,FIN,12,12,824,682,15.422185,254,252,4055.364258,3358.013184,3,4,135.578,127.26982,7843.217902,228.750141,255,1981141362,1495478019,255,0.326459,0.090749,0.23571,69,57,0,0,2,1,1,1,1,3,0,0,0,1,2,0,Fuzzers,1
0.979832,tcp,ftp,FIN,12,12,572,682,23.473412,254,252,4286.449219,5111.080078,3,4,89.075636,84.264727,4649.448362,107.59132,255,319783243,1380501398,255,0.113827,0.052611,0.061216,48,57,0,0,5,1,1,2,1,2,0,0,0,2,2,0,Fuzzers,1
1.439511,tcp,ftp,FIN,14,12,810,682,17.367009,254,252,4184.754395,3478.959229,4,4,109.29931,120.74282,5973.850328,151.701469,255,648030654,1556857691,255,0.205135,0.111331,0.093804,58,57,0,0,3,1,1,1,1,2,1,1,0,1,2,0,Fuzzers,1
0.941119,tcp,ftp,FIN,14,12,798,682,26.564122,254,252,6298.884766,5321.324707,4,4,70.594079,81.229273,3915.860976,99.503508,255,2773215707,277107045,255,0.097599,0.047596,0.050003,57,57,0,0,2,1,1,1,1,2,1,1,0,1,2,0,Fuzzers,1
0.448242,tcp,-,FIN,10,6,574,268,33.464066,254,252,9227.158203,3997.840332,2,1,46.216111,77.685602,2529.0213,124.992492,255,1782561857,564949244,255,0.103369,0.059813,0.043556,57,45,0,0,4,1,3,3,2,4,0,0,0,3,4,0,Fuzzers,1
0.89836,tcp,ftp,FIN,14,12,810,682,27.828487,254,252,6705.552246,5574.602539,4,4,66.381151,75.440906,3435.480585,89.638523,255,574607446,2732394633,255,0.124201,0.068507,0.055694,58,57,0,0,5,1,1,1,1,3,1,1,0,1,3,0,Fuzzers,1
0.421859,tcp,-,FIN,10,6,526,268,35.556904,254,252,8988.785156,4247.864746,2,1,43.748556,69.532398,2318.740225,110.183195,255,1207391277,2874261858,255,0.155943,0.074193,0.08175,53,45,0,0,4,1,1,1,1,4,0,0,0,1,4,0,Fuzzers,1
0.486094,tcp,-,FIN,10,6,2050,268,30.858229,254,252,30364.49805,3686.529785,2,1,50.382556,80.035797,3064.847549,119.306828,255,2638643233,1173583339,255,0.143489,0.085906,0.057583,205,45,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
0.991343,tcp,ftp,FIN,14,12,798,682,25.218314,254,252,5979.766602,5051.73291,4,4,73.398,85.87082,4132.598857,105.343922,255,857032528,4156748721,255,0.09453,0.046761,0.047769,57,57,0,0,2,1,1,1,1,2,1,1,0,1,2,0,Fuzzers,1
34.455128,tcp,ftp,FIN,30,24,1610,1364,1.538233,254,252,361.513672,303.699341,10,16,1185.715518,1495.680375,187570.9331,6498.8565,255,2135145430,2861698135,255,0.114631,0.05448,0.060151,54,57,0,0,4,1,2,2,2,4,2,2,0,2,4,0,Fuzzers,1
5e-06,udp,-,INT,2,0,104,0,200000.0051,254,0,83200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,4,2,1,1,1,4,0,0,0,2,4,0,Fuzzers,1
8e-06,udp,-,INT,2,0,104,0,125000.0003,254,0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,5,2,2,2,1,5,0,0,0,2,5,0,Fuzzers,1
0.958551,tcp,-,FIN,10,6,994,268,15.64862,254,252,7469.60791,1869.488403,2,1,104.048889,172.101594,5490.865182,291.96925,255,710197831,208365120,255,0.21396,0.098027,0.115933,99,45,0,0,3,1,1,2,1,2,0,0,0,2,2,0,Fuzzers,1
0.779161,tcp,-,FIN,10,8,534,354,21.818341,254,252,4938.645508,3182.910889,2,1,83.442111,105.06257,5131.343187,173.985562,255,760378844,3859942219,255,0.149401,0.043719,0.105682,53,44,0,0,5,1,2,2,1,5,0,0,0,3,5,0,Fuzzers,1
0.64789,tcp,-,FIN,10,6,2550,268,23.152079,254,252,28338.14453,2765.901855,2,1,71.987778,108.511203,3762.225429,188.919437,255,46349090,4173631208,255,0.197121,0.104601,0.09252,255,45,0,0,4,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
1e-05,udp,-,INT,2,0,104,0,100000.0025,254,0,41600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,4,2,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
0.944288,tcp,-,FIN,10,8,534,354,18.002982,254,252,4075.027832,2626.317383,2,1,100.168556,126.421,5465.293518,217.111672,255,1006784360,1832017796,255,0.129243,0.059335,0.069908,53,44,0,0,3,1,2,2,2,3,0,0,0,10,3,0,Fuzzers,1
0.735093,tcp,-,FIN,10,8,522,354,23.126326,254,252,5114.999023,3373.7229,2,1,78.512556,95.84457,5907.294608,139.846609,255,791360715,2657847107,255,0.114628,0.064172,0.050456,52,44,0,0,7,1,1,1,1,6,0,0,0,1,6,0,Fuzzers,1
35.215721,tcp,-,FIN,20,14,1068,622,0.937081,254,252,230.578842,131.304993,4,1,1853.458947,2704.0955,247124.2816,9070.123,255,1821390338,1293978566,255,0.091255,0.061793,0.029462,53,44,0,0,3,1,2,2,2,3,0,0,0,11,3,0,Fuzzers,1
0.816666,tcp,-,FIN,10,8,534,354,20.816343,254,252,4711.840332,3036.737061,2,1,90.62,110.63057,5621.023554,182.673047,255,2939620007,425493756,255,0.079006,0.042244,0.036762,53,44,0,0,7,1,1,2,1,3,0,0,0,12,3,0,Fuzzers,1
0.908719,tcp,-,FIN,14,10,774,556,25.310354,254,252,6329.789551,4410.604492,4,3,68.858231,89.431445,3755.826611,121.6615,255,1912045327,4053178661,255,0.211604,0.103828,0.107776,55,56,0,0,7,1,1,2,1,3,0,0,0,12,3,0,Fuzzers,1
0.85134,tcp,-,FIN,12,6,4678,268,19.96852,254,252,40303.52344,2104.916992,3,1,74.333634,155.668406,4251.627333,254.685375,255,599355319,1764408866,255,0.182588,0.072988,0.1096,390,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Fuzzers,1
3e-06,udp,-,INT,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,2,1,1,1,2,0,0,0,1,3,0,Fuzzers,1
9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,2,2,1,3,0,0,0,2,3,0,Fuzzers,1
1e-06,udp,-,INT,2,0,104,0,1000000.003,254,0,416000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,5,2,1,1,1,5,0,0,0,1,5,0,Fuzzers,1
0.40397,tcp,-,FIN,10,6,588,268,37.13147,254,252,10495.8291,4435.973145,2,1,44.885556,54.203,2273.634948,90.862828,255,3110862500,2385756241,255,0.163806,0.078453,0.085353,59,45,0,0,4,1,2,2,1,4,0,0,0,2,4,0,Fuzzers,1
0.448878,tcp,-,FIN,10,6,2050,268,33.416653,254,252,32881.98828,3992.176025,2,1,46.245111,77.960398,2392.09864,111.831102,255,2342700507,299731118,255,0.158828,0.059075,0.099753,205,45,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
52.422104,tcp,-,FIN,20,12,2438,536,0.591354,254,252,353.591309,75.082832,6,1,2755.762947,4763.7965,375314.4069,14883.168,255,4084533035,829132970,255,0.072885,0.02034,0.052545,122,45,0,0,5,1,2,2,2,5,0,0,0,2,5,0,Fuzzers,1
0.399363,tcp,-,FIN,10,6,542,268,37.559813,254,252,9775.567383,4487.145508,2,1,43.464667,75.277602,2303.250443,126.101391,255,4075327514,3159936723,255,0.083539,0.022972,0.060567,54,45,0,0,3,1,2,1,1,2,0,0,0,2,3,0,Fuzzers,1
32.28117,tcp,-,FIN,20,12,1176,536,0.960312,254,252,277.065552,121.928665,4,1,1690.805211,2930.67225,225493.3107,8929.216,255,1102542262,262745373,255,0.078967,0.043772,0.035195,59,45,0,0,4,1,2,2,2,4,0,0,0,2,4,0,Fuzzers,1
0.374003,tcp,-,FIN,10,6,588,268,40.106631,254,252,11336.80762,4791.405273,2,1,41.555889,62.146199,2002.674101,84.082898,255,3920848216,805313707,255,0.083708,0.062112,0.021596,59,45,0,0,5,1,2,2,1,4,0,0,0,2,5,0,Fuzzers,1
0.382156,tcp,-,FIN,10,6,588,268,39.250985,254,252,11094.94531,4689.18457,2,1,40.697222,59.357,2167.7049,91.936234,255,1358953761,1635515739,255,0.159371,0.085362,0.074009,59,45,0,0,6,1,2,2,1,5,0,0,0,2,5,0,Fuzzers,1
0.268046,tcp,-,FIN,10,6,514,268,55.960546,254,252,13818.52441,6685.419922,2,1,28.286222,40.576199,1534.386792,61.241793,255,2749699052,1314279966,255,0.112383,0.065163,0.04722,51,45,0,0,3,1,3,3,1,3,0,0,0,3,3,0,Fuzzers,1
0.291529,tcp,-,FIN,10,6,2044,268,51.452857,254,252,50492.40234,6146.901367,2,1,31.524667,44.451398,1810.562571,71.630437,255,3144630740,1810118933,255,0.111031,0.069266,0.041765,204,45,0,0,4,1,2,2,1,4,0,0,0,2,4,0,Fuzzers,1
0.590624,tcp,-,FIN,10,6,526,268,25.396869,254,252,6420.328613,3034.079346,2,1,64.204111,107.467203,3791.240622,185.053391,255,1940287534,1675731535,255,0.084326,0.053283,0.031043,53,45,0,0,3,1,1,1,1,2,0,0,0,2,3,0,Fuzzers,1
0.339562,tcp,-,FIN,10,6,1282,268,44.174554,254,252,27187.96484,5277.386719,2,1,37.729111,46.430398,1980.259357,79.716922,255,1955155167,1137748539,255,0.153139,0.08669,0.066449,128,45,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
0.514028,tcp,-,FIN,10,6,646,268,29.181289,254,252,9057.87207,3486.191406,2,1,55.311222,89.585203,2865.123593,142.912344,255,2853119029,362706842,255,0.093648,0.066094,0.027554,65,45,0,0,3,1,3,3,1,3,0,0,0,3,3,0,Fuzzers,1
0.608386,tcp,-,FIN,10,6,2566,268,24.655401,254,252,30375.45313,2945.498535,2,1,67.529222,103.648,3498.076935,162.337312,255,2785000257,167826203,255,0.179012,0.090137,0.088875,257,45,0,0,4,1,1,1,1,2,0,0,0,2,3,0,Fuzzers,1
0.83236,tcp,ftp,FIN,12,12,576,682,27.632274,254,252,5074.727051,6016.627441,3,4,75.669092,69.526633,4494.543901,117.105227,255,1954848962,3337071178,255,0.124682,0.066982,0.0577,48,57,0,0,2,1,1,1,1,2,0,0,0,4,2,0,Fuzzers,1
0.329786,tcp,-,FIN,10,6,638,268,45.484041,254,252,13948.43945,5433.82666,2,1,33.632889,58.156398,1684.010304,80.012594,255,3378067597,177214983,255,0.102721,0.038995,0.063726,64,45,0,0,4,1,3,3,1,4,0,0,0,3,4,0,Fuzzers,1
0.509218,tcp,-,FIN,10,6,1022,268,29.456933,254,252,14453.53516,3519.121582,2,1,52.87,92.737398,2870.355866,147.537203,255,2923605763,1673255109,255,0.075565,0.045523,0.030042,102,45,0,0,3,1,2,2,2,3,0,0,0,2,3,0,Fuzzers,1
1.0209,tcp,ftp,FIN,12,12,2616,682,22.529141,254,252,18791.26172,4905.475586,3,4,92.809092,83.64182,5530.078203,153.870141,255,4150453671,329175558,255,0.134715,0.074069,0.060646,218,57,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
9e-06,udp,-,INT,2,0,104,0,111111.1072,254,0,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
0.910099,tcp,-,FIN,34,10,35002,440,47.247606,254,252,298631.25,3480.939941,26,0,936.826706,3182.5855,167828.3209,9270.878,255,4249791950,3433063302,255,0.144251,0.06893,0.075321,1029,44,0,0,8,1,3,3,3,4,0,0,0,4,4,0,Fuzzers,1
0.368707,tcp,-,FIN,10,6,706,268,40.68271,254,252,13799.5752,4860.227539,2,1,37.722556,57.032602,2183.83988,87.677156,255,4275040304,25035625,255,0.132982,0.08354,0.049442,71,45,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
54.354286,tcp,-,FIN,20,14,3740,622,0.607128,254,252,522.939453,85.071487,5,1,2860.702893,4177.62225,383065.1029,14076.29,255,3698702806,4021744346,255,0.120139,0.045196,0.074943,187,44,0,0,3,1,2,2,2,2,0,0,0,2,2,0,Fuzzers,1
55.968578,tcp,ftp,FIN,28,24,1560,1364,0.911226,254,252,215.120697,186.962051,16,10,2072.012854,2429.71775,327619.0985,10979.056,255,3730612194,2988658491,255,0.193921,0.085057,0.108864,56,57,0,0,4,1,1,1,1,4,2,2,0,2,4,0,Fuzzers,1
0.829596,tcp,-,FIN,10,8,484,354,20.491903,254,252,4204.456055,2989.406982,2,1,92.177333,105.394141,5175.427196,188.278266,255,3010269219,376334483,255,0.225047,0.091085,0.133962,48,44,0,0,2,1,1,1,1,1,0,0,0,1,2,0,Fuzzers,1
1.182084,tcp,-,FIN,10,8,486,354,14.381381,254,252,2964.256348,2097.989746,2,1,127.053222,163.334578,7521.452549,291.269906,255,2407311649,1235629454,255,0.10151,0.038737,0.062773,49,44,0,0,2,1,1,1,1,2,0,0,0,1,4,0,Fuzzers,1
0.536707,tcp,-,FIN,10,6,756,268,27.948211,254,252,10150.79004,3338.879639,2,1,55.975222,86.707203,2988.305796,117.701555,255,2357517783,2725892667,255,0.162449,0.103163,0.059286,76,45,0,0,9,1,2,2,1,6,0,0,0,3,6,0,Fuzzers,1
0.603104,tcp,-,FIN,10,6,756,268,24.871333,254,252,9033.267578,2971.295166,2,1,63.265,102.34,3378.975433,159.632969,255,1560504988,1250924368,255,0.233888,0.091395,0.142493,76,45,0,0,6,1,1,1,1,3,0,0,0,2,4,0,Fuzzers,1
0.740381,tcp,-,FIN,10,8,756,354,22.961151,254,252,7358.373535,3349.626709,2,1,75.979556,92.07543,4771.956882,146.471359,255,834400748,3041863463,255,0.169462,0.095848,0.073614,76,44,0,0,10,1,1,1,1,5,0,0,0,1,5,0,Fuzzers,1
0.785393,tcp,-,FIN,10,6,756,268,19.098719,254,252,6936.654785,2281.660156,2,1,84.837778,131.956406,4435.391098,224.673375,255,562072227,1777865723,255,0.253,0.125605,0.127395,76,45,0,0,6,1,2,2,1,3,0,0,0,11,3,0,Fuzzers,1
1.1411,tcp,-,FIN,10,8,546,354,14.897905,254,252,3449.303223,2173.341309,2,1,126.779889,153.687422,7298.644544,325.789781,255,3552759226,591986334,255,0.153873,0.065287,0.088586,55,44,0,0,4,1,1,1,1,2,0,0,0,1,3,0,Fuzzers,1
1.107593,tcp,-,FIN,10,6,756,268,13.54288,254,252,4918.773926,1617.922729,2,1,123.065889,204.998,7199.505673,352.747625,255,379875871,3425149129,255,0.152928,0.081825,0.071103,76,45,0,0,9,1,1,1,1,5,0,0,0,2,5,0,Fuzzers,1
0.454934,tcp,-,FIN,10,6,756,268,32.971816,254,252,11975.36328,3939.032959,2,1,42.563222,75.017,2146.033629,97.726555,255,1540620482,3063014070,255,0.110679,0.079844,0.030835,76,45,0,0,7,1,2,2,1,4,0,0,0,3,4,0,Fuzzers,1
1.209884,tcp,-,FIN,10,8,738,354,14.050933,254,252,4397.115723,2049.783203,2,1,134.419444,164.641141,8430.302573,239.064562,255,3446751553,3746390528,255,0.139562,0.05739,0.082172,74,44,0,0,3,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
1.217802,tcp,-,FIN,10,6,1014,268,12.317273,254,252,5997.690918,1471.50354,2,1,132.738667,228.063594,9031.159452,429.856187,255,3272658376,2651189891,255,0.177709,0.077479,0.10023,101,45,0,0,4,1,1,1,1,2,0,0,0,2,2,0,Fuzzers,1
0.981964,tcp,-,FIN,10,8,1014,354,17.312244,254,252,7438.154785,2525.550781,2,1,105.455,131.879281,6398.080147,276.384469,255,4141067815,3933283117,255,0.090577,0.058802,0.031775,101,44,0,0,4,1,1,1,1,2,0,0,0,2,2,0,Fuzzers,1
0.970467,tcp,ftp,FIN,12,14,576,768,25.760794,254,252,4352.543945,5885.826172,3,4,88.224271,67.433844,4763.491394,96.583062,255,1848718374,2256128038,255,0.148816,0.066301,0.082515,48,55,0,0,3,1,1,1,1,3,0,0,0,2,3,0,Fuzzers,1
1.451651,tcp,-,FIN,20,8,17266,354,18.599512,254,252,90396.38281,1708.399658,7,1,74.343054,197.536141,7072.497785,300.257844,255,1700307524,3905516931,255,0.149709,0.068889,0.08082,863,44,0,0,4,1,1,2,1,2,0,0,0,2,5,0,Fuzzers,1
0.799005,tcp,-,FIN,10,8,1526,354,21.276463,254,252,13757.11133,3103.860596,2,1,88.778333,99.124859,5187.341542,171.802203,255,640173569,3223971187,255,0.16841,0.076171,0.092239,153,44,0,0,5,1,1,1,1,3,0,0,0,2,3,0,Fuzzers,1
2.273491,tcp,-,FIN,112,22,135649,956,58.500344,254,252,473062.8125,3212.680664,53,1,20.176658,109.059102,2584.489932,183.212687,255,980196848,2306577578,255,0.154108,0.0923,0.061808,1211,43,0,0,3,1,1,1,1,1,0,0,0,1,2,0,Fuzzers,1
5e-06,udp,-,INT,2,0,104,0,200000.0051,254,0,83200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,2,2,1,1,1,0,0,0,1,1,0,Fuzzers,1
